fr24_id,Timestamp_start,Flight_start,Aircraft_start,Origin_start,Destination_start,Altitude_start,Ground_Speed_start,Vertical_Speed_start,Lat_start,Lon_start,Source_start,ETA_start,distance_to_airport_start,operating_as_start,Timestamp_end,Flight_end,Aircraft_end,Origin_end,Destination_end,Altitude_end,Ground_Speed_end,Vertical_Speed_end,Lat_end,Lon_end,Source_end,ETA_end,distance_to_airport_end,operating_as_end,Start_end_Distance_km,Max_Possible_Distance_km_end,Distance_From_Airport_Start_km,Distance_From_Airport_End_km,Coord_start in Airport Bounds
3937e139,,,,,,,,,,,,,,,2025-02-22 05:30:00+00:00,FR1608,B738,ARN,TSF,32750.0,425.0,1536.0,58.53438,16.29583,ADSB,2025-02-22 07:30:08+00:00,155.88318020404415,MAY,,393.55,,155.88318020404415,
3937e430,,,,,,,,,,,,,,,2025-02-22 05:30:00+00:00,SK1827,A20N,ARN,NCE,27875.0,411.0,768.0,58.80344,16.91327,ADSB,2025-02-22 08:04:16+00:00,111.10911093334732,SAS,,380.586,,111.10911093334732,
3937e451,,,,,,,,,,,,,,,2025-02-22 05:30:00+00:00,SK1583,A20N,ARN,AGP,20075.0,366.0,1728.0,59.19603,17.06653,ADSB,2025-02-22 09:21:04+00:00,70.9065142469753,SAS,,338.916,,70.9065142469753,
3937e53c,,,,,,,,,,,,,,,2025-02-22 05:30:00+00:00,FR7603,B738,ARN,BUD,13600.0,345.0,2368.0,59.34037,17.59101,ADSB,2025-02-22 07:17:20+00:00,40.00296588410015,RYR,,319.47,,40.00296588410015,
3937e672,,,,,,,,,,,,,,,2025-02-22 05:30:00+00:00,EW4644,A320,ARN,TRN,8600.0,272.0,2624.0,59.47852,17.6521,ADSB,2025-02-22 07:42:56+00:00,25.325612308151953,EWL,,251.872,,25.325612308151953,
3937e736,,,,,,,,,,,,,,,2025-02-22 05:30:00+00:00,LX1255,A21N,ARN,ZRH,3475.0,190.0,2944.0,59.59901,17.85316,ADSB,2025-02-22 07:32:16+00:00,7.778843803244943,SWR,,175.94,,7.778843803244943,
3937e986,2025-02-22 05:30:00+00:00,AY826,A319,ARN,HEL,0.0,23.0,0.0,59.64694,17.92035,ADSB,,1.3174020039901944,FIN,2025-02-22 06:00:00+00:00,AY826,A319,ARN,HEL,20050.0,376.0,-1984.0,60.30254,22.91227,ADSB,2025-02-22 06:15:28+00:00,285.81972256225833,FIN,287.0790833248279,348.17600000000004,1.3174020039901944,285.81972256225833,True
3937ec79,,,,,,,,,,,,,,,2025-02-22 06:00:00+00:00,JP165,B738,ARN,LPA,36000.0,409.0,0.0,58.62982,13.9009,ADSB,2025-02-22 10:46:24+00:00,256.888514854397,JTD,,378.73400000000004,,256.888514854397,
3937ee71,,,,,,,,,,,,,,,2025-02-22 06:00:00+00:00,LH809,A321,ARN,FRA,26750.0,413.0,1216.0,58.57906,16.66679,ADSB,2025-02-22 07:36:32+00:00,139.83053385722297,DLH,,382.43800000000005,,139.83053385722297,
3937efb7,2025-02-22 06:00:00+00:00,KL1214,B738,ARN,AMS,0.0,5.0,0.0,59.66612,17.92365,ADSB,,1.667233594487231,KLM,2025-02-22 06:30:00+00:00,KL1214,B738,ARN,AMS,38000.0,418.0,0.0,57.44412,13.84973,ADSB,2025-02-22 07:40:48+00:00,341.4500204157588,KLM,341.7789783793712,387.06800000000004,1.667233594487231,341.4500204157588,True
3937f171,,,,,,,,,,,,,,,2025-02-22 06:00:00+00:00,SK7977,A20N,ARN,SZG,12075.0,282.0,3264.0,59.46533,17.5946,ADSB,,28.569773755132204,SZS,,261.132,,28.569773755132204,
3937f328,,,,,,,,,,,,,,,2025-02-22 06:00:00+00:00,SK1417,A20N,ARN,CPH,1775.0,161.0,1792.0,59.62494,17.90914,ADSB,,3.6179383694286775,SAS,,149.086,,3.6179383694286775,
3937f54f,,,,,,,,,,,,,,,2025-02-22 06:00:00+00:00,SN2298,A320,ARN,BRU,4625.0,224.0,1344.0,59.57858,17.78601,ADSB,,12.012974664306396,BEL,,207.424,,12.012974664306396,
3937f986,,,,,,,,,,,,,,,2025-02-22 06:30:00+00:00,D84321,B38M,ARN,NCE,32125.0,454.0,1344.0,58.01102,16.565,ADSB,2025-02-22 08:51:12+00:00,199.0303857794723,NSZ,,420.404,,199.0303857794723,
3937faf7,2025-02-22 06:30:00+00:00,DY898,B738,ARN,FAO,0.0,0.0,0.0,59.64729,17.92685,ADSB,,1.007193684548104,NSZ,2025-02-22 07:00:00+00:00,DY898,B738,ARN,FAO,34550.0,438.0,1216.0,58.07048,15.61033,ADSB,2025-02-22 10:57:04+00:00,221.1663678804831,NSZ,220.16917265241753,405.588,1.007193684548104,221.1663678804831,True
3937fb41,,,,,,,,,,,,,,,2025-02-22 06:30:00+00:00,SK1853,A20N,ARN,ALC,31200.0,425.0,1152.0,58.58459,16.46106,ADSB,2025-02-22 09:53:04+00:00,145.76865460077175,SZS,,393.55,,145.76865460077175,
3937fc94,,,,,,,,,,,,,,,2025-02-22 06:30:00+00:00,SK605,A20N,ARN,ZRH,25875.0,396.0,2112.0,58.96953,16.90027,ADSB,2025-02-22 08:21:20+00:00,96.25430758560843,SZS,,366.696,,96.25430758560843,
3937fe1a,,,,,,,,,,,,,,,2025-02-22 06:30:00+00:00,ET714,B789,ARN,OSL,10675.0,280.0,1280.0,59.5714,17.53784,ADSB,2025-02-22 07:10:56+00:00,24.385411902088634,ETH,,259.28000000000003,,24.385411902088634,
3937fe6b,,,,,,,,,,,,,,,2025-02-22 06:30:00+00:00,BA771,A20N,ARN,LHR,4175.0,223.0,1856.0,59.59166,17.83024,ADSB,,9.236694734111396,BAW,,206.49800000000002,,9.236694734111396,
3937ff4a,2025-02-22 06:30:00+00:00,6B251,B38M,ARN,LPA,0.0,11.0,0.0,59.6633,17.92625,ADSB,,1.3256120315201574,BLX,2025-02-22 07:00:00+00:00,6B251,B38M,ARN,LPA,34000.0,425.0,0.0,57.73548,14.29971,ADSB,2025-02-22 12:20:16+00:00,299.45217943442356,BLX,299.6567505036897,393.55,1.3256120315201574,299.45217943442356,True
39380254,,,,,,,,,,,,,,,2025-02-22 06:30:00+00:00,D84281,B738,ARN,HEL,0.0,14.0,0.0,59.65911,17.92365,ADSB,,1.0988981080226665,NSZ,,12.964,,1.0988981080226665,
393802d1,2025-02-22 06:30:00+00:00,CAO3105,A332,ARN,LGG,0.0,12.0,0.0,59.649,17.92109,ADSB,,1.167163268989704,CAO,2025-02-22 07:00:00+00:00,CAO3105,A332,ARN,LGG,38000.0,434.0,0.0,57.70789,15.3497,ADSB,2025-02-22 08:29:52+00:00,263.0517195315264,CAO,262.0271256346988,401.884,1.167163268989704,263.0517195315264,True
393804fa,,,,,,,,,,,,,,,2025-02-22 07:00:00+00:00,SK1004,CRJ9,ARN,LLA,35000.0,452.0,0.0,61.55145,18.70413,ADSB,2025-02-22 07:42:56+00:00,215.1173271522961,BCY,,418.552,,215.1173271522961,
3938059b,,,,,,,,,,,,,,,2025-02-22 07:00:00+00:00,DK1742,A339,ARN,LPA,24550.0,393.0,1216.0,58.82494,16.3981,ADSB,2025-02-22 12:20:16+00:00,127.18171043938827,VKG,,363.918,,127.18171043938827,
39380673,,,,,,,,,,,,,,,2025-02-22 07:00:00+00:00,D84221,B38M,ARN,AGP,21100.0,397.0,1344.0,58.89156,16.84962,ADSB,2025-02-22 10:46:24+00:00,104.95206780928103,NSZ,,367.622,,104.95206780928103,
39380a94,,,,,,,,,,,,,,,2025-02-22 07:00:00+00:00,LH2421,A21N,ARN,MUC,2500.0,185.0,1920.0,59.608,17.87921,ADSB,,6.103774053364817,DLH,,171.31,,6.103774053364817,
39380a98,,,,,,,,,,,,,,,2025-02-22 07:00:00+00:00,SK2151,AT76,ARN,GOT,9875.0,181.0,960.0,59.54265,17.26721,ADSB,2025-02-22 07:34:24+00:00,39.80643553437023,BRX,,167.606,,39.80643553437023,
39380aba,,,,,,,,,,,,,,,2025-02-22 07:00:00+00:00,LX1258,BCS3,ARN,,0.0,0.0,0.0,59.65463,17.93757,ADSB,,0.1745732149208155,SWR,,inf,,0.1745732149208155,
39380b6c,2025-02-22 07:00:00+00:00,FR4616,B738,ARN,GDN,0.0,4.0,0.0,59.66515,17.92618,ADSB,,1.5006034936924542,RYS,2025-02-22 07:30:00+00:00,FR4616,B738,ARN,GDN,37000.0,430.0,0.0,56.84135,17.20122,ADSB,2025-02-22 08:04:16+00:00,315.6692407830579,RYS,316.8389758909284,398.18,1.5006034936924542,315.6692407830579,True
39380c5f,2025-02-22 07:00:00+00:00,SK66,A20N,ARN,OSD,0.0,0.0,0.0,59.66598,17.92363,ADSB,,1.6548172811327169,SZS,2025-02-22 07:30:00+00:00,SK66,A20N,ARN,OSD,20625.0,394.0,-2560.0,62.32013,15.27883,ADSB,2025-02-22 07:52:30+00:00,329.3487449934299,SZS,327.7128422657811,364.844,1.6548172811327169,329.3487449934299,True
39380dc4,2025-02-22 07:00:00+00:00,VJT517,CL60,ARN,GNB,0.0,0.0,0.0,59.638,17.9185,ADSB,,2.102970287156686,VJT,2025-02-22 07:30:00+00:00,VJT517,CL60,ARN,GNB,38250.0,412.0,768.0,58.17659,15.83272,ADSB,2025-02-22 09:50:57+00:00,203.95228026218774,VJT,201.85141727212067,381.512,2.102970287156686,203.95228026218774,True
39380e1f,2025-02-22 07:00:00+00:00,SK2098,A20N,ARN,TFS,0.0,0.0,0.0,59.65318,17.9273,ADSB,,0.7043072327513025,SZS,2025-02-22 07:30:00+00:00,SK2098,A20N,ARN,TFS,35975.0,400.0,0.0,58.55257,13.7547,ADSB,2025-02-22 12:54:24+00:00,268.43077690739796,SZS,267.77798524418415,370.40000000000003,0.7043072327513025,268.43077690739796,True
39380f48,2025-02-22 07:00:00+00:00,SK689,A20N,ARN,LIN,0.0,0.0,0.0,59.65277,17.9317,ADSB,,0.4640241634385805,SZS,2025-02-22 07:30:00+00:00,SK689,A20N,ARN,LIN,0.0,0.0,0.0,59.65277,17.93172,ADSB,2025-02-22 10:57:04+00:00,0.46292016904939426,SZS,0.0011236006392961507,inf,0.4640241634385805,0.46292016904939426,True
39380f61,2025-02-22 07:00:00+00:00,FR7678,B738,ARN,POZ,0.0,2.0,0.0,59.64703,17.92559,ADSB,,1.078725431808527,RYS,2025-02-22 07:30:00+00:00,FR7678,B738,ARN,POZ,38000.0,424.0,0.0,57.64142,16.64523,ADSB,2025-02-22 08:21:20+00:00,235.93021320706248,RYS,234.98508586046066,392.624,1.078725431808527,235.93021320706248,True
39380f7a,2025-02-22 07:30:00+00:00,SK7881,A20N,ARN,SZG,0.0,0.0,0.0,59.65369,17.93134,ADSB,,0.47644281102164404,SZS,2025-02-22 08:00:00+00:00,SK7881,A20N,ARN,SZG,0.0,0.0,0.0,59.6658,17.92358,ADSB,2025-02-22 09:57:20+00:00,1.6396919225128803,SZS,1.4153557094968843,inf,0.47644281102164404,1.6396919225128803,True
39381174,,,,,,,,,,,,,,,2025-02-22 07:30:00+00:00,W61732,A321,ARN,GDN,30200.0,454.0,1152.0,58.19854,18.23181,ADSB,2025-02-22 08:12:48+00:00,162.65434870207346,WZZ,,420.404,,162.65434870207346,
39381266,,,,,,,,,,,,,,,2025-02-22 07:30:00+00:00,SK14,A20N,ARN,LLA,32875.0,460.0,896.0,60.90308,18.33277,ADSB,2025-02-22 08:21:20+00:00,140.61994291258367,SAS,,425.96000000000004,,140.61994291258367,
393812f1,,,,,,,,,,,,,,,2025-02-22 07:30:00+00:00,D89718,B38M,ARN,VRN,24700.0,422.0,1664.0,58.67323,16.74976,ADSB,2025-02-22 09:53:04+00:00,128.38260703743984,NOZ,,390.772,,128.38260703743984,
393815ab,2025-02-22 07:30:00+00:00,QR170,B788,ARN,DOH,0.0,0.0,0.0,59.66522,17.92614,ADSB,,1.508444637508361,QTR,2025-02-22 08:00:00+00:00,QR170,B788,ARN,DOH,39000.0,490.0,0.0,57.21579,21.18533,ADSB,2025-02-22 13:22:08+00:00,330.31741183464146,QTR,331.8185400893184,453.74,1.508444637508361,330.31741183464146,True
393815af,,,,,,,,,,,,,,,2025-02-22 07:30:00+00:00,SK708,AT76,ARN,HEL,8900.0,219.0,960.0,59.72855,18.49384,ADSB,2025-02-22 08:04:16+00:00,32.18870052918546,BRX,,202.794,,32.18870052918546,
393815c7,,,,,,,,,,,,,,,2025-02-22 07:30:00+00:00,BT102,BCS3,ARN,RIX,6950.0,283.0,2880.0,59.51089,18.03264,ADSB,2025-02-22 08:12:48+00:00,16.701147974677344,BTI,,262.058,,16.701147974677344,
3938169a,,,,,,,,,,,,,,,2025-02-22 07:30:00+00:00,SK401,A20N,ARN,CPH,13075.0,318.0,3264.0,59.43836,17.50094,ADSB,2025-02-22 08:17:04+00:00,34.413842271727994,SZS,,294.468,,34.413842271727994,
39381774,,,,,,,,,,,,,,,2025-02-22 07:30:00+00:00,SK843,A320,ARN,OSL,2800.0,206.0,2624.0,59.59991,17.85599,ADSB,,7.601378676764536,SAS,,190.756,,7.601378676764536,
3938182f,2025-02-22 07:30:00+00:00,SK2943,A20N,ARN,FAO,0.0,0.0,0.0,59.66375,17.92644,ADSB,,1.3609352927575606,SAS,2025-02-22 08:00:00+00:00,SK2943,A20N,ARN,FAO,36000.0,404.0,0.0,58.58295,13.89824,ADSB,2025-02-22 11:39:44+00:00,259.5125470213776,SAS,259.3278200421939,374.10400000000004,1.3609352927575606,259.5125470213776,True
393818da,2025-02-22 09:00:00+00:00,TG960,A359,ARN,,0.0,0.0,0.0,59.65144,17.92647,ADSB,,0.7854705481027456,THA,2025-02-22 09:30:00+00:00,TG960,A359,ARN,,0.0,0.0,0.0,59.65144,17.92646,ADSB,,0.7860068468708737,THA,0.0005618225944157829,inf,0.7854705481027456,0.7860068468708737,True
3938199b,2025-02-22 07:30:00+00:00,LX1239,BCS3,ARN,GVA,0.0,0.0,0.0,59.65465,17.93758,ADSB,,0.1757154097391088,SWR,2025-02-22 08:00:00+00:00,LX1239,BCS3,ARN,GVA,23025.0,382.0,1728.0,58.98196,17.00541,ADSB,2025-02-22 10:10:08+00:00,91.58178418786217,SWR,91.60820118953124,353.732,0.1757154097391088,91.58178418786217,True
393819c6,2025-02-22 07:30:00+00:00,D84241,B38M,ARN,LPA,0.0,0.0,0.0,59.65269,17.92803,ADSB,,0.6689215779300591,NSZ,2025-02-22 08:00:00+00:00,D84241,B38M,ARN,LPA,33100.0,429.0,1024.0,58.0262,15.155,ADSB,2025-02-22 13:15:44+00:00,241.65423030617032,NSZ,241.13557526635742,397.254,0.6689215779300591,241.65423030617032,True
39381c7c,,,,,,,,,,,,,,,2025-02-22 08:00:00+00:00,AY802,A320,ARN,HEL,28975.0,412.0,0.0,60.14328,21.07651,ADSB,2025-02-22 08:23:28+00:00,183.18713459451843,DTR,,381.512,,183.18713459451843,
39381e97,,,,,,,,,,,,,,,2025-02-22 08:00:00+00:00,SK557,CRJ9,ARN,AMS,5575.0,251.0,2560.0,59.55817,17.72232,ADSB,2025-02-22 09:42:24+00:00,16.19228955846131,BCY,,232.42600000000002,,16.19228955846131,
3938201e,,,,,,,,,,,,,,,2025-02-22 08:00:00+00:00,CAT417,B738,ARN,LYS,7900.0,319.0,2496.0,59.42249,17.59584,ADSB,2025-02-22 10:25:42+00:00,32.18816332860288,CAT,,295.394,,32.18816332860288,
39382110,,,,,,,,,,,,,,,2025-02-22 08:00:00+00:00,SK1040,A20N,ARN,KRN,21075.0,389.0,2624.0,60.00113,17.8159,ADSB,2025-02-22 09:18:56+00:00,39.265218038294485,SZS,,360.214,,39.265218038294485,
3938235c,,,,,,,,,,,,,,,2025-02-22 08:00:00+00:00,SK7905,A20N,ARN,INN,2350.0,177.0,1536.0,59.61246,17.89554,ADSB,,5.2024283754657565,SAS,,163.90200000000002,,5.2024283754657565,
393824d8,2025-02-22 08:00:00+00:00,TT2904,A320,ARN,LPA,0.0,24.0,0.0,59.6614,17.92557,ADSB,,1.1845912382629948,BIX,2025-02-22 08:30:00+00:00,TT2904,A320,ARN,LPA,34000.0,424.0,0.0,57.76481,14.48923,ADSB,2025-02-22 13:53:37+00:00,289.4453840325565,BIX,289.50006779265243,392.624,1.1845912382629948,289.4453840325565,True
393824ef,2025-02-22 08:00:00+00:00,SK403,A20N,ARN,CPH,0.0,5.0,0.0,59.66536,17.92603,ADSB,,1.52499001214512,SAS,2025-02-22 08:30:00+00:00,SK403,A20N,ARN,CPH,36000.0,415.0,0.0,57.50784,14.4114,ADSB,2025-02-22 08:55:28+00:00,314.17080038558447,SAS,314.629436494548,384.29,1.52499001214512,314.17080038558447,True
393826ae,2025-02-22 08:00:00+00:00,SK105,AT76,ARN,MMX,0.0,0.0,0.0,59.65226,17.92783,ADSB,,0.688364029165008,BRX,2025-02-22 08:30:00+00:00,SK105,AT76,ARN,MMX,19850.0,212.0,256.0,58.64614,16.45038,ADSB,2025-02-22 09:01:52+00:00,140.5660058917174,BRX,140.04106370550468,196.312,0.688364029165008,140.5660058917174,True
39382741,2025-02-22 08:00:00+00:00,D89612,B38M,ARN,VRN,0.0,0.0,0.0,59.65142,17.92712,ADSB,,0.7513877468168795,NSZ,2025-02-22 08:30:00+00:00,D89612,B38M,ARN,VRN,33350.0,443.0,1152.0,57.84912,16.3981,ADSB,2025-02-22 10:42:08+00:00,219.4535585347028,NSZ,218.9428720005868,410.218,0.7513877468168795,219.4535585347028,True
393829c2,,,,,,,,,,,,,,,2025-02-22 08:30:00+00:00,SK2505,A20N,ARN,AGA,29950.0,417.0,1216.0,58.71236,16.14122,ADSB,2025-02-22 13:26:24+00:00,146.44876904402693,SZS,,386.142,,146.44876904402693,
39382b4c,,,,,,,,,,,,,,,2025-02-22 08:30:00+00:00,DY805,B38M,ARN,OSL,24775.0,376.0,1920.0,59.58957,16.09374,ADSB,2025-02-22 09:01:52+00:00,104.04916334686928,NOZ,,348.17600000000004,,104.04916334686928,
39382d60,,,,,,,,,,,,,,,2025-02-22 08:30:00+00:00,SK77,AT76,ARN,VBY,11975.0,253.0,0.0,59.27055,18.44806,ADSB,2025-02-22 08:59:44+00:00,51.36340078138093,BRX,,234.27800000000002,,51.36340078138093,
39382f96,,,,,,,,,,,,,,,2025-02-22 08:30:00+00:00,SK7243,A20N,ARN,INN,6300.0,282.0,3264.0,59.54503,17.71783,ADSB,2025-02-22 10:46:24+00:00,17.367267287959425,SAS,,261.132,,17.367267287959425,
39383083,2025-02-22 08:30:00+00:00,SK2615,A20N,ARN,GVA,0.0,17.0,0.0,59.66618,17.92481,ADSB,,1.638380411312208,SAS,2025-02-22 09:00:00+00:00,SK2615,A20N,ARN,GVA,36000.0,417.0,0.0,57.09975,14.57379,ADSB,2025-02-22 10:50:40+00:00,345.0907408095045,SAS,345.73299187599537,386.142,1.638380411312208,345.0907408095045,True
3938316a,2025-02-22 08:30:00+00:00,SK7515,A20N,ARN,INN,0.0,13.0,0.0,59.6619,17.92577,ADSB,,1.2188543203686037,SAS,2025-02-22 09:00:00+00:00,SK7515,A20N,ARN,INN,38025.0,425.0,0.0,56.96895,16.00867,ADSB,2025-02-22 10:54:56+00:00,319.08096002441204,SAS,319.6576211822202,393.55,1.2188543203686037,319.08096002441204,True
3938324a,2025-02-22 08:30:00+00:00,FR4648,B738,ARN,FKB,0.0,0.0,0.0,59.6463,17.92756,ADSB,,1.059799155462052,RYR,2025-02-22 09:00:00+00:00,FR4648,B738,ARN,FKB,36000.0,411.0,0.0,58.09062,15.60971,ADSB,2025-02-22 10:42:08+00:00,219.38669681379275,RYR,218.3274857152699,380.586,1.059799155462052,219.38669681379275,True
393833b0,2025-02-22 08:30:00+00:00,SK7201,A20N,ARN,SZG,0.0,2.0,0.0,59.65425,17.9344,ADSB,,0.3141974253664664,SZS,2025-02-22 09:00:00+00:00,SK7201,A20N,ARN,SZG,38000.0,427.0,-64.0,57.54977,16.40877,ADSB,2025-02-22 10:44:16+00:00,250.16246690889213,SZS,250.1245345711202,395.40200000000004,0.3141974253664664,250.16246690889213,True
3938364a,,,,,,,,,,,,,,,2025-02-22 09:00:00+00:00,,PC24,ARN,OSD,16525.0,307.0,3520.0,59.70753,17.50757,ADSB,2025-02-22 09:44:58+00:00,24.99497408290513,SWE,,284.28200000000004,,24.99497408290513,
39383920,,,,,,,,,,,,,,,2025-02-22 09:00:00+00:00,SK7943,A20N,ARN,INN,9800.0,300.0,2112.0,59.46556,17.65558,ADSB,2025-02-22 10:54:56+00:00,26.331345819195977,SAS,,277.8,,26.331345819195977,
39383925,2025-02-22 09:00:00+00:00,LX1235,BCS3,ARN,GVA,0.0,0.0,0.0,59.65347,17.93812,ADSB,,0.0956435188987206,SWR,2025-02-22 09:30:00+00:00,LX1235,BCS3,ARN,GVA,0.0,0.0,0.0,59.65345,17.93811,ADSB,2025-02-22 13:13:36+00:00,0.09642144943018235,SWR,0.0022937592072493056,inf,0.0956435188987206,0.09642144943018235,True
39383a3f,,,,,,,,,,,,,,,2025-02-22 09:00:00+00:00,KL1216,E295,ARN,AMS,575.0,124.0,2816.0,59.645,17.91605,ADSB,,1.638861886158953,KLC,,114.82400000000001,,1.638861886158953,
39383cd2,,,,,,,,,,,,,,,2025-02-22 09:00:00+00:00,SVF624,GLF4,ARN,,7400.0,219.0,4160.0,59.58011,17.79122,ADSB,,11.684071784377108,SVF,,202.794,,11.684071784377108,
39383d2c,2025-02-22 09:00:00+00:00,D85701,B38M,ARN,LPA,0.0,15.0,0.0,59.65958,17.9249,ADSB,,1.0734884006789478,NSZ,2025-02-22 09:30:00+00:00,D85701,B38M,ARN,LPA,36000.0,421.0,0.0,58.11864,13.59788,ADSB,2025-02-22 14:34:40+00:00,302.18404572553,NSZ,301.8398299939669,389.846,1.0734884006789478,302.18404572553,True
39383da5,2025-02-22 09:00:00+00:00,LH801,A321,ARN,FRA,0.0,16.0,0.0,59.66153,17.92561,ADSB,,1.1937853774724834,DLH,2025-02-22 09:30:00+00:00,LH801,A321,ARN,FRA,36000.0,422.0,-64.0,57.2694,14.98216,ADSB,2025-02-22 10:50:40+00:00,315.95955287948493,DLH,316.246657589511,390.772,1.1937853774724834,315.95955287948493,True
393840a0,2025-02-22 09:00:00+00:00,SK1419,A20N,ARN,CPH,0.0,3.0,0.0,59.65229,17.92926,ADSB,,0.6092316461617193,SZS,2025-02-22 09:30:00+00:00,SK1419,A20N,ARN,CPH,38000.0,412.0,0.0,58.13285,15.32996,ADSB,2025-02-22 10:05:52+00:00,225.95633767158927,SZS,225.45198150463418,381.512,0.6092316461617193,225.95633767158927,True
3938465c,,,,,,,,,,,,,,,2025-02-22 09:30:00+00:00,SK1819,A20N,ARN,LPA,21500.0,390.0,2048.0,59.41616,16.52969,ADSB,2025-02-22 15:02:24+00:00,83.76487198229427,SZS,,361.14000000000004,,83.76487198229427,
39384c03,,,,,,,,,,,,,,,2025-02-22 09:30:00+00:00,SK79,AT76,ARN,VBY,950.0,106.0,2624.0,59.63571,17.91257,ADSB,,2.505404503356914,BRX,,98.156,,2.505404503356914,
39384d40,,,,,,,,,,,,,,,2025-02-22 09:30:00+00:00,,A320,ARN,,6700.0,267.0,512.0,59.506,18.19438,MLAT,,21.784974437616164,GJT,,247.24200000000002,,21.784974437616164,
