fr24_id,Timestamp_start,Flight_start,Aircraft_start,Origin_start,Destination_start,Altitude_start,Ground_Speed_start,Vertical_Speed_start,Lat_start,Lon_start,Source_start,ETA_start,distance_to_airport_start,operating_as_start,Timestamp_end,Flight_end,Aircraft_end,Origin_end,Destination_end,Altitude_end,Ground_Speed_end,Vertical_Speed_end,Lat_end,Lon_end,Source_end,ETA_end,distance_to_airport_end,operating_as_end,Start_end_Distance_km,Max_Possible_Distance_km_end,Distance_From_Airport_Start_km,Distance_From_Airport_End_km,Coord_end in Airport Bounds
3937dcfd,2025-02-22 11:00:00+00:00,EK157,B77W,DXB,ARN,34000.0,458.0,0.0,59.36774,21.21907,MLAT,2025-02-22 11:22:40+00:00,187.6979835365628,UAE,2025-02-22 11:30:00+00:00,EK157,B77W,DXB,ARN,0.0,16.0,0.0,59.65622,17.94003,ADSB,,0.29768926909851173,UAE,187.72942147543748,14.816,187.6979835365628,0.29768926909851173,True
3937dd08,2025-02-22 05:30:00+00:00,SK1783,A20N,TLL,ARN,19450.0,341.0,-2496.0,59.67807,19.50606,MLAT,2025-02-22 05:50:58+00:00,87.99765579067319,SAS,,,,,,,,,,,,,,,,,87.99765579067319,,
3937dd49,2025-02-22 06:00:00+00:00,W61731,A321,GDN,ARN,2400.0,151.0,-128.0,59.77087,18.00363,MLAT,2025-02-22 06:03:11+00:00,13.527891710177062,WZZ,,,,,,,,,,,,,,,,,13.527891710177062,,
3937dee4,2025-02-22 10:00:00+00:00,PC1279,A21N,SAW,ARN,5425.0,280.0,-1600.0,59.63475,18.24109,MLAT,2025-02-22 10:05:53+00:00,17.058424539404946,PGT,,,,,,,,,,,,,,,,,17.058424539404946,,
3937e206,2025-02-22 06:00:00+00:00,BT101,BCS3,RIX,ARN,30000.0,406.0,0.0,58.62085,20.14831,ADSB,2025-02-22 06:26:08+00:00,170.4414777179434,BTI,2025-02-22 06:30:00+00:00,BT101,BCS3,RIX,ARN,0.0,15.0,0.0,59.64401,17.92465,ADSB,,1.3602346364769489,BTI,170.38512906144751,13.89,170.4414777179434,1.3602346364769489,True
3937e350,2025-02-22 08:00:00+00:00,VY1265,A321,BCN,ARN,22200.0,421.0,-2432.0,59.27994,16.16885,ADSB,2025-02-22 08:23:54+00:00,108.32230121110658,VLG,,,,,,,,,,,,,,,,,108.32230121110658,,
3937e3de,2025-02-22 08:30:00+00:00,FR3076,B38M,BCN,ARN,2225.0,149.0,-832.0,59.75848,17.99899,ADSB,2025-02-22 08:31:55+00:00,12.131130920230937,RYR,,,,,,,,,,,,,,,,,12.131130920230937,,
3937e930,2025-02-22 06:00:00+00:00,CAT9417,B738,AAR,ARN,39000.0,446.0,0.0,58.48187,14.32032,ADSB,2025-02-22 06:32:15+00:00,244.43535781994382,CAT,2025-02-22 06:30:00+00:00,CAT9417,B738,AAR,ARN,0.0,16.0,0.0,59.63417,17.95303,ADSB,2025-02-22 06:28:45+00:00,2.2787808714905187,CAT,243.98672103115624,14.816,244.43535781994382,2.2787808714905187,True
3937ea45,2025-02-22 07:30:00+00:00,FR4649,B738,FKB,ARN,2375.0,151.0,-128.0,59.78006,18.0065,ADSB,2025-02-22 07:32:01+00:00,14.556268763557439,RYR,,,,,,,,,,,,,,,,,14.556268763557439,,
3937ec39,2025-02-22 08:00:00+00:00,JU380,A320,BEG,ARN,2375.0,186.0,-64.0,59.79998,18.01512,MLAT,2025-02-22 08:01:35+00:00,16.821098106393542,GJT,,,,,,,,,,,,,,,,,16.821098106393542,,
3937ee51,2025-02-22 07:30:00+00:00,SK1489,A20N,TOS,ARN,9975.0,309.0,-2304.0,60.15775,18.2588,ADSB,2025-02-22 07:41:01+00:00,58.818221009144956,SAS,,,,,,,,,,,,,,,,,58.818221009144956,,
3937ef18,2025-02-22 07:00:00+00:00,SK400,A20N,CPH,ARN,37000.0,444.0,0.0,57.85815,16.23615,ADSB,2025-02-22 07:25:52+00:00,222.49226928344214,SAS,2025-02-22 07:30:00+00:00,SK400,A20N,CPH,ARN,0.0,82.0,0.0,59.63869,17.95523,ADSB,2025-02-22 07:29:45+00:00,1.8651079752557427,SAS,221.41743559920832,75.932,222.49226928344214,1.8651079752557427,True
3937f08c,2025-02-22 06:30:00+00:00,AY801,A320,HEL,ARN,23575.0,394.0,-2432.0,59.99736,20.16565,MLAT,2025-02-22 06:54:25+00:00,130.13760034826439,DTR,,,,,,,,,,,,,,,,,130.13760034826439,,
3937f0bc,2025-02-22 06:30:00+00:00,SK27,A20N,UME,ARN,3600.0,230.0,-576.0,59.90919,18.0799,ADSB,2025-02-22 06:33:16+00:00,29.48766086910597,SZS,,,,,,,,,,,,,,,,,29.48766086910597,,
3937f215,2025-02-22 08:00:00+00:00,LX1234,BCS3,GVA,ARN,37000.0,458.0,0.0,58.02434,14.18005,ADSB,2025-02-22 08:29:52+00:00,282.0898639547696,SWR,2025-02-22 08:30:00+00:00,LX1234,BCS3,GVA,ARN,0.0,38.0,0.0,59.634,17.95284,ADSB,2025-02-22 08:29:06+00:00,2.2932312385641733,SWR,281.3248511313877,35.188,282.0898639547696,2.2932312385641733,True
3937f36c,2025-02-22 06:30:00+00:00,SK402,A20N,CPH,ARN,37025.0,412.0,0.0,58.11397,16.31284,ADSB,2025-02-22 06:56:00+00:00,195.04421742172792,SAS,2025-02-22 07:00:00+00:00,SK402,A20N,CPH,ARN,0.0,19.0,0.0,59.65724,17.94806,ADSB,,0.6190985030101697,SAS,195.62941224264657,17.594,195.04421742172792,0.6190985030101697,True
3937f3cf,2025-02-22 07:30:00+00:00,LH800,A321,FRA,ARN,31800.0,462.0,-1856.0,58.56844,15.27534,ADSB,2025-02-22 08:02:57+00:00,194.1227333357194,DLH,2025-02-22 08:00:00+00:00,LH800,A321,FRA,ARN,0.0,17.0,0.0,59.65094,17.95486,ADSB,,0.8934446694569115,DLH,194.62134371026985,15.742,194.1227333357194,0.8934446694569115,True
3937f787,2025-02-22 07:30:00+00:00,KL1215,E295,AMS,ARN,22375.0,393.0,-1792.0,59.34787,16.07347,ADSB,2025-02-22 07:53:30+00:00,110.6704024350016,KLC,,,,,,,,,,,,,,,,,110.6704024350016,,
3937f7fb,2025-02-22 07:00:00+00:00,SK1,A20N,LLA,ARN,36000.0,422.0,0.0,61.26466,19.02067,ADSB,2025-02-22 07:25:52+00:00,188.68714264373943,SAS,,,,,,,,,,,,,,,,,188.68714264373943,,
3937faba,2025-02-22 09:30:00+00:00,D85350,B738,ALC,ARN,8475.0,296.0,-832.0,59.50689,18.10026,ADSB,,18.642067462782066,NSZ,,,,,,,,,,,,,,,,,18.642067462782066,,
3938027e,2025-02-22 07:00:00+00:00,SK7515,A20N,OSL,ARN,7425.0,288.0,-1408.0,59.85521,17.38751,ADSB,2025-02-22 07:08:17+00:00,38.20695573372434,SAS,,,,,,,,,,,,,,,,,38.20695573372434,,
39380328,2025-02-22 07:00:00+00:00,DY804,B38M,OSL,ARN,20675.0,390.0,-2176.0,59.92818,15.98465,ADSB,2025-02-22 07:23:22+00:00,113.56664965708921,NOZ,,,,,,,,,,,,,,,,,113.56664965708921,,
393804df,2025-02-22 15:00:00+00:00,CA911,A359,PEK,ARN,2825.0,192.0,-512.0,59.83823,18.21167,ADSB,2025-02-22 15:02:06+00:00,25.56736186026713,CCA,,,,,,,,,,,,,,,,,25.56736186026713,,
39380988,2025-02-22 07:00:00+00:00,SK86,AT76,VBY,ARN,16825.0,220.0,832.0,58.25393,18.24426,ADSB,2025-02-22 07:28:00+00:00,156.60585285796753,BRX,2025-02-22 07:30:00+00:00,SK86,AT76,VBY,ARN,0.0,30.0,0.0,59.65275,17.9539,ADSB,,0.7961535769683715,BRX,156.43003342098325,27.78,156.60585285796753,0.7961535769683715,True
39380bf3,2025-02-22 08:30:00+00:00,BA776,A21N,LHR,ARN,37025.0,476.0,64.0,58.68943,13.33804,ADSB,2025-02-22 09:04:00+00:00,283.22048478497436,BAW,2025-02-22 09:00:00+00:00,BA776,A21N,LHR,ARN,0.0,28.0,0.0,59.63628,17.95024,ADSB,2025-02-22 08:58:47+00:00,2.0071544584847163,BAW,283.1128593899697,25.928,283.22048478497436,2.0071544584847163,True
39380eeb,2025-02-22 08:00:00+00:00,SK1416,A20N,CPH,ARN,11400.0,376.0,-3136.0,59.57141,17.05466,ADSB,2025-02-22 08:14:42+00:00,50.61814908174481,SZS,,,,,,,,,,,,,,,,,50.61814908174481,,
393813b5,2025-02-22 08:30:00+00:00,LO453,E295,WAW,ARN,14050.0,361.0,-1920.0,59.1161,18.03494,MLAT,2025-02-22 08:44:22+00:00,60.003419965891474,LOT,,,,,,,,,,,,,,,,,60.003419965891474,,
393814b4,2025-02-22 09:00:00+00:00,QY6789,A306,LTN,ARN,36975.0,454.0,-64.0,58.76712,13.63779,ADSB,2025-02-22 09:29:36+00:00,263.901008308759,BCS,2025-02-22 09:30:00+00:00,QY6789,A306,LTN,ARN,0.0,18.0,0.0,59.62882,17.94955,ADSB,2025-02-22 09:29:21+00:00,2.8031908830284866,BCS,263.4861964262577,16.668,263.901008308759,2.8031908830284866,True
393816be,2025-02-22 10:30:00+00:00,D88636,B738,BCN,ARN,11650.0,307.0,-1792.0,59.36053,17.98168,ADSB,2025-02-22 10:43:15+00:00,32.66729292391806,NOZ,,,,,,,,,,,,,,,,,32.66729292391806,,
39381a8c,2025-02-22 08:30:00+00:00,R6951,A321,BLL,ARN,7900.0,304.0,-1216.0,59.78015,17.38605,ADSB,2025-02-22 08:38:31+00:00,34.09324688961129,DTR,,,,,,,,,,,,,,,,,34.09324688961129,,
39381ee5,2025-02-22 09:00:00+00:00,KL1217,B738,AMS,ARN,24575.0,374.0,-1664.0,59.19885,15.76709,ADSB,2025-02-22 09:25:53+00:00,132.87394385923903,KLM,,,,,,,,,,,,,,,,,132.87394385923903,,
39382305,2025-02-22 10:30:00+00:00,AF1262,BCS3,CDG,ARN,37000.0,460.0,0.0,57.95083,15.82214,ADSB,2025-02-22 10:57:04+00:00,225.1968152451399,AFR,2025-02-22 11:00:00+00:00,AF1262,BCS3,CDG,ARN,0.0,32.0,0.0,59.63897,17.95123,ADSB,,1.7429588120020008,AFR,224.20907035395538,29.632,225.1968152451399,1.7429588120020008,True
393824b0,2025-02-22 09:00:00+00:00,SK1418,A20N,CPH,ARN,275.0,115.0,-704.0,59.66075,17.9632,ADSB,2025-02-22 08:59:35+00:00,1.5385870537683692,SAS,,,,,,,,,,,,,,,,,1.5385870537683692,,
39382518,2025-02-22 09:00:00+00:00,D84032,B38M,LLA,ARN,14300.0,377.0,-2176.0,60.38223,18.42568,ADSB,2025-02-22 09:20:05+00:00,85.40506938586348,NSZ,,,,,,,,,,,,,,,,,85.40506938586348,,
39382712,2025-02-22 08:30:00+00:00,D84282,B738,HEL,ARN,22475.0,381.0,-1984.0,60.0146,20.33782,MLAT,2025-02-22 08:54:31+00:00,139.86742381248686,NSZ,,,,,,,,,,,,,,,,,139.86742381248686,,
39382785,2025-02-22 10:30:00+00:00,FI306,B39M,KEF,ARN,35000.0,451.0,0.0,60.71473,13.82257,ADSB,2025-02-22 10:57:04+00:00,256.33693939464797,ICE,2025-02-22 11:00:00+00:00,FI306,B39M,KEF,ARN,0.0,19.0,0.0,59.65245,17.95407,ADSB,,0.809988471163956,ICE,257.0956041902185,17.594,256.33693939464797,0.809988471163956,True
393827e8,2025-02-22 10:00:00+00:00,FR7604,B738,BUD,ARN,10975.0,294.0,-1024.0,59.31222,18.09598,MLAT,2025-02-22 10:11:41+00:00,38.964417633019075,RYR,,,,,,,,,,,,,,,,,38.964417633019075,,
39382aaf,2025-02-22 11:00:00+00:00,,AT72,EMA,ARN,2325.0,210.0,-64.0,59.83425,18.01055,MLAT,2025-02-22 11:01:45+00:00,20.480562672560232,IMX,,,,,,,,,,,,,,,,,20.480562672560232,,
39382b40,2025-02-22 09:00:00+00:00,D84006,B738,UME,ARN,3500.0,195.0,-576.0,59.82954,18.02487,ADSB,2025-02-22 09:03:25+00:00,20.141666659850426,NSZ,,,,,,,,,,,,,,,,,20.141666659850426,,
39382c3f,2025-02-22 10:30:00+00:00,FR1609,B738,TSF,ARN,5500.0,278.0,-768.0,59.67154,18.14373,ADSB,2025-02-22 10:36:05+00:00,11.626038424776862,MAY,,,,,,,,,,,,,,,,,11.626038424776862,,
39382e05,2025-02-22 11:30:00+00:00,SK1828,A20N,NCE,ARN,23750.0,409.0,-1280.0,58.71867,17.74475,ADSB,2025-02-22 11:54:35+00:00,104.54533345252865,SAS,,,,,,,,,,,,,,,,,104.54533345252865,,
39382f73,2025-02-22 10:30:00+00:00,LH2414,A321,MUC,ARN,2350.0,251.0,64.0,59.82442,18.11399,ADSB,2025-02-22 10:32:33+00:00,21.36052807975511,DLH,,,,,,,,,,,,,,,,,21.36052807975511,,
39383234,2025-02-22 12:00:00+00:00,TP780,A21N,LIS,ARN,35000.0,480.0,0.0,58.57237,15.47283,ADSB,2025-02-22 12:28:48+00:00,185.13640592872588,TAP,2025-02-22 12:30:00+00:00,TP780,A21N,LIS,ARN,0.0,5.0,0.0,59.65155,17.92822,ADSB,,0.6882011236224449,TAP,184.49247518357708,4.63,185.13640592872588,0.6882011236224449,True
393833fa,2025-02-22 09:30:00+00:00,SK142,AT76,GOT,ARN,2350.0,165.0,64.0,59.78075,18.00706,ADSB,2025-02-22 09:32:01+00:00,14.638478628168246,BRX,,,,,,,,,,,,,,,,,14.638478628168246,,
393833fe,2025-02-22 09:30:00+00:00,SK5,CRJ9,LLA,ARN,17725.0,348.0,-1984.0,60.49438,18.52664,ADSB,2025-02-22 09:49:44+00:00,99.00054574734561,BCY,,,,,,,,,,,,,,,,,99.00054574734561,,
39383433,2025-02-22 10:00:00+00:00,FR4693,B738,STN,ARN,37000.0,456.0,64.0,58.84012,14.36096,ADSB,2025-02-22 10:29:20+00:00,222.64756010864753,MAY,2025-02-22 10:30:00+00:00,FR4693,B738,STN,ARN,0.0,16.0,0.0,59.65734,17.94901,ADSB,,0.666948808697499,MAY,223.2860101767754,14.816,222.64756010864753,0.666948808697499,True
393834e2,2025-02-22 12:00:00+00:00,TK1789,A21N,IST,ARN,28475.0,433.0,-1728.0,57.96127,17.73645,MLAT,2025-02-22 12:29:43+00:00,188.5362676129798,THY,2025-02-22 12:30:00+00:00,TK1789,A21N,IST,ARN,0.0,21.0,0.0,59.64967,17.95509,ADSB,,0.9602259536168702,THY,188.16304596683187,19.446,188.5362676129798,0.9602259536168702,True
393837ee,2025-02-22 09:00:00+00:00,SK73,A20N,OSD,ARN,35000.0,438.0,0.0,61.65667,16.69016,ADSB,2025-02-22 09:27:28+00:00,232.90354921739115,SZS,2025-02-22 09:30:00+00:00,SK73,A20N,OSD,ARN,0.0,16.0,0.0,59.65736,17.94908,ADSB,,0.6714013292758227,SZS,232.64492572969618,14.816,232.90354921739115,0.6714013292758227,True
39383dd5,2025-02-22 12:00:00+00:00,FR4690,B738,SKG,ARN,10575.0,311.0,-1600.0,59.4364,18.15228,MLAT,2025-02-22 12:12:13+00:00,26.951623208821253,MAY,,,,,,,,,,,,,,,,,26.951623208821253,,
39383e69,2025-02-22 11:00:00+00:00,LX1248,A321,ZRH,ARN,9100.0,342.0,-704.0,59.49166,18.07639,ADSB,2025-02-22 11:09:30+00:00,19.574996446450065,SWR,,,,,,,,,,,,,,,,,19.574996446450065,,
39383fc8,2025-02-22 10:00:00+00:00,SK709,AT76,HEL,ARN,2450.0,157.0,-768.0,59.76851,18.00214,ADSB,2025-02-22 10:02:35+00:00,13.252752810901114,BRX,,,,,,,,,,,,,,,,,13.252752810901114,,
393842dd,2025-02-22 11:30:00+00:00,EW4645,A320,TRN,ARN,2200.0,165.0,-832.0,59.75597,17.99789,ADSB,2025-02-22 11:32:31+00:00,11.845845933397479,EWL,,,,,,,,,,,,,,,,,11.845845933397479,,
393844f9,2025-02-22 09:30:00+00:00,SK864,A320,OSL,ARN,29025.0,434.0,-256.0,60.07315,14.2322,ADSB,2025-02-22 09:55:12+00:00,212.14776969961756,SAS,2025-02-22 10:00:00+00:00,SK864,A320,OSL,ARN,0.0,16.0,0.0,59.65715,17.94738,ADSB,,0.5841558470472346,SAS,212.461031513864,14.816,212.14776969961756,0.5841558470472346,True
39384925,2025-02-22 11:30:00+00:00,LX1246,A20N,ZRH,ARN,3325.0,270.0,-1024.0,59.80092,18.18045,ADSB,2025-02-22 11:34:32+00:00,21.224796658019272,SWR,,,,,,,,,,,,,,,,,21.224796658019272,,
39384a7f,2025-02-22 11:30:00+00:00,SK1041,A20N,KRN,ARN,900.0,111.0,-576.0,59.69202,17.97467,ADSB,2025-02-22 11:31:11+00:00,4.70454918276466,SZS,,,,,,,,,,,,,,,,,4.70454918276466,,
39384ab4,2025-02-22 10:00:00+00:00,SK78,AT76,VBY,ARN,3975.0,220.0,-1152.0,59.83621,18.14841,ADSB,2025-02-22 10:05:01+00:00,23.43351822432685,BRX,,,,,,,,,,,,,,,,,23.43351822432685,,
39384b31,2025-02-22 10:00:00+00:00,SK404,A20N,CPH,ARN,35025.0,438.0,0.0,57.60216,15.6246,ADSB,2025-02-22 10:29:20+00:00,264.52594233338806,SZS,2025-02-22 10:30:00+00:00,SK404,A20N,CPH,ARN,0.0,54.0,0.0,59.63674,17.95452,ADSB,2025-02-22 10:29:15+00:00,2.0431555906472174,SZS,263.3678666677477,50.004000000000005,264.52594233338806,2.0431555906472174,True
39384b7e,2025-02-22 10:00:00+00:00,SK15,A20N,LLA,ARN,38000.0,418.0,0.0,61.98802,19.50809,ADSB,2025-02-22 10:29:20+00:00,273.1301725589238,SAS,2025-02-22 10:30:00+00:00,SK15,A20N,LLA,ARN,0.0,25.0,0.0,59.64988,17.95505,ADSB,,0.9479450455922335,SAS,273.2637574858072,23.150000000000002,273.1301725589238,0.9479450455922335,True
39384c8a,2025-02-22 11:30:00+00:00,SK606,A20N,ZRH,ARN,16800.0,364.0,-2624.0,58.88528,17.61913,ADSB,2025-02-22 11:51:22+00:00,87.34862197283961,SZS,,,,,,,,,,,,,,,,,87.34862197283961,,
39384dea,2025-02-22 12:30:00+00:00,IB823,A20N,MAD,ARN,27075.0,457.0,-1472.0,58.69786,14.84363,ADSB,2025-02-22 12:58:40+00:00,205.91602900610243,IBE,2025-02-22 13:00:00+00:00,IB823,A20N,MAD,ARN,0.0,15.0,0.0,59.63996,17.9347,ADSB,,1.5376928919660773,IBE,204.92061020324806,13.89,205.91602900610243,1.5376928919660773,True
39385246,2025-02-22 12:00:00+00:00,D84322,B38M,NCE,ARN,38000.0,453.0,0.0,57.47676,16.67261,ADSB,2025-02-22 12:30:56+00:00,252.9452050785112,NSZ,2025-02-22 12:30:00+00:00,D84322,B38M,NCE,ARN,0.0,30.0,0.0,59.63635,17.95029,ADSB,2025-02-22 12:28:45+00:00,2.0005355680727845,NSZ,251.29996647833997,27.78,252.9452050785112,2.0005355680727845,True
39385423,2025-02-22 13:30:00+00:00,PC5019,A20N,AYT,ARN,18150.0,392.0,-2048.0,58.88037,18.04115,MLAT,2025-02-22 13:48:46+00:00,86.16573300426415,PGT,,,,,,,,,,,,,,,,,86.16573300426415,,
39385465,2025-02-22 11:00:00+00:00,KL1219,B738,AMS,ARN,30875.0,435.0,-2048.0,58.59283,16.87739,ADSB,2025-02-22 11:32:15+00:00,132.61162651549725,KLM,,,,,,,,,,,,,,,,,132.61162651549725,,
39385630,2025-02-22 13:00:00+00:00,SK1806,A20N,PMI,ARN,20900.0,373.0,-2240.0,59.41788,16.50952,ADSB,2025-02-22 13:22:25+00:00,84.78350110879632,SZS,,,,,,,,,,,,,,,,,84.78350110879632,,
39385672,2025-02-22 13:30:00+00:00,FR317,B38M,OPO,ARN,1250.0,125.0,-768.0,59.70877,17.98059,ADSB,2025-02-22 13:31:39+00:00,6.5533990292635504,RYR,,,,,,,,,,,,,,,,,6.5533990292635504,,
39385a20,2025-02-22 13:30:00+00:00,PC1281,B738,SAW,ARN,35625.0,441.0,-1024.0,57.67995,17.76421,MLAT,2025-02-22 13:56:16+00:00,219.6883276088729,PGT,2025-02-22 14:00:00+00:00,PC1281,B738,SAW,ARN,0.0,20.0,0.0,59.63206,17.94868,ADSB,,2.4404020434421594,PGT,217.3265809942405,18.52,219.6883276088729,2.4404020434421594,True
39385b1f,2025-02-22 11:00:00+00:00,SK106,AT76,MMX,ARN,17250.0,309.0,-1344.0,59.06013,17.79264,ADSB,2025-02-22 11:17:57+00:00,66.50981123435339,BRX,,,,,,,,,,,,,,,,,66.50981123435339,,
39386b4b,2025-02-22 12:00:00+00:00,SK558,CRJ9,AMS,ARN,14675.0,379.0,-1984.0,59.62134,16.69885,ADSB,2025-02-22 12:16:28+00:00,69.84020782508193,BCY,,,,,,,,,,,,,,,,,69.84020782508193,,
39386bb3,2025-02-22 11:00:00+00:00,SK80,AT76,VBY,ARN,12875.0,283.0,-1536.0,59.23018,18.22575,ADSB,2025-02-22 11:13:59+00:00,49.773872180974315,BRX,,,,,,,,,,,,,,,,,49.773872180974315,,
39386c92,2025-02-22 11:00:00+00:00,AY807,E190,HEL,ARN,38000.0,423.0,0.0,60.00967,21.76636,MLAT,2025-02-22 11:24:48+00:00,217.43147946085335,FCM,2025-02-22 11:30:00+00:00,AY807,E190,HEL,ARN,0.0,7.0,0.0,59.64374,17.92547,ADSB,,1.3558797288804985,FCM,218.45076622393194,6.482,217.43147946085335,1.3558797288804985,True
39386d16,2025-02-22 12:00:00+00:00,,E55P,GRQ,ARN,1900.0,143.0,-896.0,59.74228,17.99286,ADSB,2025-02-22 12:01:35+00:00,10.305917173179845,NJE,,,,,,,,,,,,,,,,,10.305917173179845,,
39386f7c,2025-02-22 12:30:00+00:00,LH802,A320,FRA,ARN,10400.0,311.0,-1344.0,59.67783,17.43777,ADSB,2025-02-22 12:41:52+00:00,28.323051781581956,DLH,,,,,,,,,,,,,,,,,28.323051781581956,,
39387020,2025-02-22 11:00:00+00:00,SK162,A20N,GOT,ARN,35300.0,457.0,2496.0,58.25427,13.73229,ADSB,2025-02-22 11:35:28+00:00,287.02233352600643,SZS,2025-02-22 11:30:00+00:00,SK162,A20N,GOT,ARN,0.0,32.0,0.0,59.63323,17.95171,ADSB,2025-02-22 11:28:38+00:00,2.355735540223518,SZS,286.4410761013908,29.632,287.02233352600643,2.355735540223518,True
3938754a,2025-02-22 14:30:00+00:00,SK1584,A20N,AGP,ARN,23875.0,432.0,-2240.0,59.34343,16.06577,ADSB,2025-02-22 14:54:47+00:00,111.24261865663816,SAS,,,,,,,,,,,,,,,,,111.24261865663816,,
