fr24_id,Timestamp_start,Flight_start,Aircraft_start,Origin_start,Destination_start,Altitude_start,Ground_Speed_start,Vertical_Speed_start,Lat_start,Lon_start,Source_start,ETA_start,distance_to_airport_start,operating_as_start,Timestamp_end,Flight_end,Aircraft_end,Origin_end,Destination_end,Altitude_end,Ground_Speed_end,Vertical_Speed_end,Lat_end,Lon_end,Source_end,ETA_end,distance_to_airport_end,operating_as_end,Start_end_Distance_km,Max_Possible_Distance_km_end,Distance_From_Airport_Start_km,Distance_From_Airport_End_km,Coord_start in Airport Bounds
3931c271,,,,,,,,,,,,,,,2025-02-20 10:00:00+00:00,AY806,AT75,ARN,HEL,13500.0,210.0,960.0,59.75664,18.88588,ADSB,2025-02-20 10:44:16+00:00,54.290554666747454,FCM,,194.46,,54.290554666747454,
3931c451,,,,,,,,,,,,,,,2025-02-20 10:00:00+00:00,SK903,A333,ARN,EWR,4225.0,237.0,2560.0,59.5692,17.75006,ADSB,2025-02-20 18:18:40+00:00,14.208703388251624,SAS,,219.46200000000002,,14.208703388251624,
3931c498,2025-02-20 10:00:00+00:00,D84455,B38M,ARN,LGW,0.0,125.0,-64.0,59.65691,17.92035,ADSB,,1.155764119084348,NSZ,2025-02-20 10:30:00+00:00,D84455,B38M,ARN,LGW,38000.0,423.0,0.0,58.22566,12.59972,ADSB,2025-02-20 12:11:44+00:00,344.92263521642224,NSZ,344.09201738177154,391.69800000000004,1.155764119084348,344.92263521642224,True
3931cb35,,,,,,,,,,,,,,,2025-02-20 10:30:00+00:00,D84277,B738,ARN,LIS,34000.0,442.0,-64.0,58.11964,15.00927,ADSB,2025-02-20 14:58:08+00:00,239.63406071925428,NSZ,,409.29200000000003,,239.63406071925428,
3931cc1c,,,,,,,,,,,,,,,2025-02-20 10:30:00+00:00,SK2026,A20N,ARN,UME,39000.0,400.0,0.0,60.91635,18.36806,ADSB,2025-02-20 11:05:36+00:00,142.38675685019862,SZS,,370.40000000000003,,142.38675685019862,
3931cd22,,,,,,,,,,,,,,,2025-02-20 10:30:00+00:00,LO454,E295,ARN,WAW,25925.0,474.0,1408.0,58.74399,18.47954,ADSB,2025-02-20 11:41:52+00:00,105.70281820348609,LOT,,438.92400000000004,,105.70281820348609,
3931cdab,,,,,,,,,,,,,,,2025-02-20 10:30:00+00:00,SK1819,A20N,ARN,LPA,28175.0,450.0,1344.0,58.67303,16.13041,ADSB,2025-02-20 15:55:44+00:00,150.06764835352473,SZS,,416.70000000000005,,150.06764835352473,
3931ce32,,,,,,,,,,,,,,,2025-02-20 10:30:00+00:00,FR8922,B738,ARN,MLA,24400.0,428.0,1728.0,58.9707,18.57258,ADSB,2025-02-20 13:52:00+00:00,83.99109717355135,MAY,,396.32800000000003,,83.99109717355135,
3931d243,,,,,,,,,,,,,,,2025-02-20 10:30:00+00:00,SK531,A20N,ARN,LHR,4500.0,259.0,1984.0,59.57918,17.78522,ADSB,2025-02-20 12:33:04+00:00,11.998876776517786,SZS,,239.834,,11.998876776517786,
3931d27a,,,,,,,,,,,,,,,2025-02-20 10:30:00+00:00,SK8,A320,ARN,LLA,17725.0,351.0,2880.0,59.81855,17.71375,ADSB,2025-02-20 11:30:59+00:00,22.29657696663207,SAS,,325.026,,22.29657696663207,
3931d31f,2025-02-20 10:30:00+00:00,BA777,A20N,ARN,LHR,0.0,0.0,0.0,59.64273,17.92886,ADSB,,1.3509764604665375,BAW,2025-02-20 11:00:00+00:00,BA777,A20N,ARN,LHR,34000.0,430.0,0.0,58.56621,13.72284,ADSB,2025-02-20 12:50:08+00:00,269.32373362122496,BAW,268.26102529830445,398.18,1.3509764604665375,269.32373362122496,True
3931d756,,,,,,,,,,,,,,,2025-02-20 10:30:00+00:00,SK4222,AT76,ARN,VAA,900.0,111.0,1152.0,59.63786,17.91339,ADSB,,2.290603493295976,BRX,,102.786,,2.290603493295976,
3931d7a2,2025-02-20 10:30:00+00:00,SK1423,CRJ9,ARN,CPH,0.0,0.0,0.0,59.65271,17.92801,ADSB,,0.6697216511767775,BCY,2025-02-20 11:00:00+00:00,SK1423,CRJ9,ARN,CPH,36000.0,421.0,0.0,57.51738,14.46315,ADSB,2025-02-20 11:29:04+00:00,311.4021884432866,BCY,310.8912125105753,389.846,0.6697216511767775,311.4021884432866,True
3931d836,2025-02-20 10:30:00+00:00,SK899,E195,ARN,BGO,0.0,0.0,0.0,59.6533,17.93291,ADSB,,0.38892704897890085,SVS,2025-02-20 11:00:00+00:00,SK899,E195,ARN,BGO,34000.0,417.0,64.0,59.94049,13.2821,ADSB,2025-02-20 11:44:00+00:00,262.43512937043675,SVS,262.056192168766,386.142,0.38892704897890085,262.43512937043675,True
3931da42,,,,,,,,,,,,,,,2025-02-20 11:00:00+00:00,KL1218,A21N,ARN,AMS,33775.0,440.0,1088.0,58.41598,15.62778,ADSB,2025-02-20 12:24:32+00:00,190.85476266932162,KLM,,407.44,,190.85476266932162,
3931dad0,,,,,,,,,,,,,,,2025-02-20 11:00:00+00:00,SK2549,A20N,ARN,MAN,37175.0,416.0,448.0,58.86698,14.75663,ADSB,2025-02-20 12:48:00+00:00,200.92409820995425,SAS,,385.216,,200.92409820995425,
3931dcfe,,,,,,,,,,,,,,,2025-02-20 11:00:00+00:00,FR4692,B738,ARN,STN,28575.0,429.0,1408.0,59.23036,15.96286,ADSB,2025-02-20 12:54:24+00:00,121.25885405387027,RYR,,397.254,,121.25885405387027,
3931de32,,,,,,,,,,,,,,,2025-02-20 11:00:00+00:00,SK4236,AT76,ARN,TKU,13875.0,219.0,896.0,59.80706,18.84013,ADSB,2025-02-20 11:33:20+00:00,53.2711894829216,BRX,,202.794,,53.2711894829216,
3931e295,,,,,,,,,,,,,,,2025-02-20 11:00:00+00:00,,C68A,ARN,ANR,0.0,0.0,0.0,59.65616,17.95477,ADSB,,0.8889643046057925,NJE,,,,0.8889643046057925,
3931e721,,,,,,,,,,,,,,,2025-02-20 11:00:00+00:00,FR9166,B38M,ARN,BVA,0.0,0.0,0.0,59.64693,17.92488,ADSB,,1.115904910851058,RYR,,,,1.115904910851058,
3931e751,,,,,,,,,,,,,,,2025-02-20 11:00:00+00:00,SK48,AT76,ARN,SDL,0.0,115.0,1984.0,59.65041,17.91797,ADSB,,1.2758831147409802,BRX,,106.49000000000001,,1.2758831147409802,
3931e7d6,,,,,,,,,,,,,,,2025-02-20 11:00:00+00:00,SK1042,A20N,ARN,KRN,0.0,0.0,0.0,59.65354,17.93289,ADSB,,0.3890943376626877,SZS,,,,0.3890943376626877,
