fr24_id,Timestamp,Flight,Aircraft,Origin,Destination,Altitude,Ground_Speed,Vertical_Speed,Lat,Lon,Source,operating_as,Track,ETA,distance_to_airport
39313cd3,2025-02-20 06:30:00+00:00,SK1583,A20N,ARN,AGP,36000,463,0,51.08922,11.42143,ADSB,SZS,201,2025-02-20 09:12:32+00:00,1036.3913383713966
39313cd3,2025-02-20 07:00:00+00:00,SK1583,A20N,ARN,AGP,37000,472,-64,47.89009,8.24043,ADSB,SZS,219,2025-02-20 09:08:16+00:00,1451.6176672794793
39313cd3,2025-02-20 07:30:00+00:00,SK1583,A20N,ARN,AGP,37000,480,64,44.37341,5.61964,ADSB,SZS,200,2025-02-20 09:06:08+00:00,1889.7181895469757
39313cd3,2025-02-20 08:00:00+00:00,SK1583,A20N,ARN,AGP,37000,466,0,41.3848,2.23921,ADSB,SZS,232,2025-02-20 09:08:16+00:00,2301.568474138641
39313cd3,2025-02-20 08:30:00+00:00,SK1583,A20N,ARN,AGP,36975,477,0,38.76908,-1.68665,ADSB,SZS,232,2025-02-20 09:04:00+00:00,2701.8440401142225
39313cd3,2025-02-20 09:00:00+00:00,SK1583,A20N,ARN,AGP,6900,233,-320,36.99902,-4.78005,ADSB,SZS,193,2025-02-20 09:06:34+00:00,2994.8471922265
39313d45,2025-02-20 05:00:00+00:00,CAO3157,A332,ARN,CDG,0,1,0,59.6563,17.94081,ADSB,CAO,255,,0.3113895792268388
39313d45,2025-02-20 05:30:00+00:00,CAO3157,A332,ARN,CDG,31700,450,704,58.57645,15.86461,ADSB,CAO,224,2025-02-20 07:28:00+00:00,168.4322418167019
39313d45,2025-02-20 06:00:00+00:00,CAO3157,A332,ARN,CDG,38000,430,64,55.91161,11.22331,ADSB,CAO,225,2025-02-20 07:28:00+00:00,575.369850503368
39313d45,2025-02-20 06:30:00+00:00,CAO3157,A332,ARN,CDG,38000,432,0,53.15442,7.2848,ADSB,CAO,214,2025-02-20 07:25:52+00:00,973.4399339926676
39313d45,2025-02-20 07:00:00+00:00,CAO3157,A332,ARN,CDG,24750,424,-2048,50.13194,4.15254,ADSB,CAO,206,2025-02-20 07:25:10+00:00,1372.284774806109
39314035,2025-02-20 05:00:00+00:00,FR8923,B738,MLA,ARN,0,10,0,35.8564,14.47272,ADSB,MAY,208,,2657.9307131823393
39314035,2025-02-20 05:30:00+00:00,FR8923,B738,MLA,ARN,36000,428,0,38.07198,14.87081,ADSB,MAY,8,2025-02-20 08:36:16+00:00,2409.621649130741
39314035,2025-02-20 06:00:00+00:00,FR8923,B738,MLA,ARN,36000,407,0,41.50992,15.51007,ADSB,MAY,8,2025-02-20 08:40:32+00:00,2024.4264936422007
39314035,2025-02-20 06:30:00+00:00,FR8923,B738,MLA,ARN,36000,384,0,44.75099,16.39415,ADSB,MAY,14,2025-02-20 08:42:40+00:00,1660.3195678899638
39314035,2025-02-20 07:00:00+00:00,FR8923,B738,MLA,ARN,36000,359,0,47.76697,17.20121,ADSB,MAY,10,2025-02-20 08:44:48+00:00,1322.5993001898635
39314035,2025-02-20 07:30:00+00:00,FR8923,B738,MLA,ARN,38000,364,0,50.77496,17.39581,ADSB,MAY,358,2025-02-20 08:51:12+00:00,987.8478753018412
39314035,2025-02-20 08:00:00+00:00,FR8923,B738,MLA,ARN,38000,372,0,53.84543,17.40532,MLAT,MAY,358,2025-02-20 08:53:20+00:00,646.6489209913209
39314035,2025-02-20 08:30:00+00:00,FR8923,B738,MLA,ARN,38000,377,0,56.93293,17.5615,MLAT,MAY,5,2025-02-20 09:04:00+00:00,303.32407351383597
39314035,2025-02-20 09:00:00+00:00,FR8923,B738,MLA,ARN,3800,245,-448,59.5984,18.32925,MLAT,MAY,29,2025-02-20 09:03:34+00:00,22.738244978175015
